candidate_id,headline,summary,skills,score
CAND_0083615,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 3.6 years of experience building data pipelines, backend systems, and analytics infrastructure. I'm a backend/data hybrid — Spark, Airflow, SQL warehouses are home territory; I'm building competence on the ML side. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['Flask' 'Next.js' 'Image Classification' 'OpenCV' 'LlamaIndex' 'FastAPI'
 'Time Series' 'BentoML' 'ASR' 'Node.js' 'PostgreSQL'
 'Feature Engineering' 'Elasticsearch' 'Six Sigma' 'React']",0.6865091
CAND_0086364,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 7.1 years of experience building data pipelines, backend systems, and analytics infrastructure. I'm a backend/data hybrid — Spark, Airflow, SQL warehouses are home territory; I'm building competence on the ML side. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['Marketing' 'Terraform' 'LangChain' 'Feature Engineering'
 'Diffusion Models' 'Pinecone' 'Information Retrieval' 'MongoDB'
 'Time Series' 'Hadoop' 'PEFT' 'Apache Beam' 'AWS']",0.6839489
CAND_0079845,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 6.1 years of experience building data pipelines, backend systems, and analytics infrastructure. Started my career in backend engineering and gradually moved closer to data — first dashboards, then ETL, now some basic ML. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['Terraform' 'Scrum' 'OpenCV' 'TensorFlow' 'FastAPI' 'Weights & Biases'
 'Redux' 'ETL' 'Kubeflow' 'ASR' 'Elasticsearch' 'BentoML' 'Webpack'
 'MLOps']",0.68390936
CAND_0057101,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 6.6 years of experience building data pipelines, backend systems, and analytics infrastructure. Started my career in backend engineering and gradually moved closer to data — first dashboards, then ETL, now some basic ML. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['Rust' 'Kafka' 'OpenCV' 'Vue.js' 'Kubeflow' 'Hugging Face Transformers'
 'Flask' 'PostgreSQL' 'scikit-learn' 'React' 'MLOps' 'Speech Recognition'
 'CNN' 'YOLO']",0.68339217
CAND_0028421,Cloud Engineer | Backend systems & APIs,"Software engineer with 7.1 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. My background is full-stack, but my comfort zone is the backend and the database. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.","['Spark' 'Django' 'AWS' 'Redux' 'GraphQL' 'Flask' 'TTS' 'Marketing'
 'Databricks' 'Reinforcement Learning' 'React' 'Angular' 'Java'
 'Photoshop']",0.68321735
CAND_0055537,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 2.6 years of experience building data pipelines, backend systems, and analytics infrastructure. Started my career in backend engineering and gradually moved closer to data — first dashboards, then ETL, now some basic ML. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['PostgreSQL' 'Diffusion Models' 'ASR' 'Microservices' 'Photoshop' 'CNN'
 'Rust' 'Data Pipelines' 'Computer Vision' 'OpenSearch' 'TensorFlow' 'TTS'
 'LangChain' 'GANs' 'Fine-tuning LLMs' 'Kubeflow' 'Spring Boot']",0.6822104
CAND_0004380,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 2.0 years of experience building data pipelines, backend systems, and analytics infrastructure. I'm a backend/data hybrid — Spark, Airflow, SQL warehouses are home territory; I'm building competence on the ML side. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['Reinforcement Learning' 'Node.js' 'LangChain' 'Sentence Transformers'
 'Illustrator' 'MLflow' 'Semantic Search' 'Django' 'Go' 'CNN' 'Snowflake'
 'AWS' 'BigQuery' 'Python']",0.6813886
CAND_0005632,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 5.6 years of experience building data pipelines, backend systems, and analytics infrastructure. Started my career in backend engineering and gradually moved closer to data — first dashboards, then ETL, now some basic ML. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['GANs' 'Scrum' 'JavaScript' 'MLflow' 'scikit-learn' 'Pinecone'
 'OpenSearch' 'Kubernetes' 'Webpack' 'Time Series' 'Forecasting' 'YOLO'
 'Marketing' 'Object Detection' 'Illustrator' 'Elasticsearch']",0.6808591
CAND_0038599,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 4.9 years of experience building data pipelines, backend systems, and analytics infrastructure. I'm a backend/data hybrid — Spark, Airflow, SQL warehouses are home territory; I'm building competence on the ML side. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['PyTorch' 'YOLO' 'MLflow' 'Data Science' 'Project Management' 'SAP'
 'LangChain' 'REST APIs' 'CNN' 'Weights & Biases' 'Machine Learning'
 'Vue.js' 'TensorFlow' 'Rust' 'Computer Vision' 'Node.js' 'JavaScript'
 'Diffusion Models' 'Sales']",0.680526
CAND_0049305,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 4.3 years of experience building data pipelines, backend systems, and analytics infrastructure. I'm a backend/data hybrid — Spark, Airflow, SQL warehouses are home territory; I'm building competence on the ML side. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['Data Science' 'PyTorch' 'Haystack' 'Terraform' 'Weights & Biases'
 'MLflow' 'CI/CD' 'YOLO' 'JavaScript' 'ASR' 'Docker' 'Sales' 'Angular'
 'Vector Search' 'Hugging Face Transformers']",0.68017215
CAND_0070430,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 7.5 years of experience building data pipelines, backend systems, and analytics infrastructure. Started my career in backend engineering and gradually moved closer to data — first dashboards, then ETL, now some basic ML. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['GraphQL' 'Forecasting' 'Kubeflow' 'Flask' 'Learning to Rank'
 'Databricks' 'scikit-learn' 'Next.js' 'Salesforce CRM' 'TypeScript'
 'Semantic Search' 'Kafka' 'Statistical Modeling' 'REST APIs'
 'Machine Learning']",0.67951655
CAND_0047816,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 5.4 years of experience building data pipelines, backend systems, and analytics infrastructure. Started my career in backend engineering and gradually moved closer to data — first dashboards, then ETL, now some basic ML. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['Data Science' 'MLflow' 'BentoML' 'Spark' 'Salesforce CRM' 'Terraform'
 'Sales' 'Excel' 'ASR' 'Qdrant' 'Accounting' 'YOLO' 'Docker' 'TTS'
 'Spring Boot']",0.67860544
CAND_0017787,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 5.4 years of experience building data pipelines, backend systems, and analytics infrastructure. Started my career in backend engineering and gradually moved closer to data — first dashboards, then ETL, now some basic ML. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['TTS' 'Information Retrieval' 'Accounting' 'Docker' 'Vue.js'
 'Data Science' 'Speech Recognition' 'Statistical Modeling'
 'Object Detection' 'Hugging Face Transformers' 'Prompt Engineering' 'CNN'
 'Machine Learning' 'Flask' 'Rust' 'REST APIs' 'Next.js']",0.67837304
CAND_0064803,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 5.2 years of experience building data pipelines, backend systems, and analytics infrastructure. Started my career in backend engineering and gradually moved closer to data — first dashboards, then ETL, now some basic ML. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['Recommendation Systems' 'Speech Recognition' 'Spark' 'Flask'
 'scikit-learn' 'Machine Learning' 'Databricks' 'Object Detection'
 'LlamaIndex' 'OpenCV' 'Docker' 'React']",0.6780269
CAND_0088285,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 6.4 years of experience building data pipelines, backend systems, and analytics infrastructure. Started my career in backend engineering and gradually moved closer to data — first dashboards, then ETL, now some basic ML. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['LangChain' 'Statistical Modeling' 'MLOps' 'JavaScript' 'Vue.js'
 'PostgreSQL' 'Forecasting']",0.6769344
CAND_0029165,Cloud Engineer | Backend systems & APIs,"Software engineer with 3.9 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.","['Spark' 'Accounting' 'Java' 'Data Pipelines' 'HTML' 'Hadoop' 'TypeScript'
 'LangChain' 'Terraform' 'Sales' 'CSS']",0.6765163
CAND_0044753,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 5.6 years of experience building data pipelines, backend systems, and analytics infrastructure. Started my career in backend engineering and gradually moved closer to data — first dashboards, then ETL, now some basic ML. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['Recommendation Systems' 'Azure' 'JavaScript' 'Terraform' 'Time Series'
 'ASR' 'Computer Vision' 'YOLO' 'Go' 'Excel' 'Django'
 'Information Retrieval' 'Kubernetes' 'OpenCV' 'Qdrant' 'Deep Learning'
 'BigQuery']",0.6764553
CAND_0091559,Cloud Engineer | Backend systems & APIs,"Software engineer with 7.0 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.","['MongoDB' 'Databricks' 'Spring Boot' 'Marketing' 'Node.js' 'AWS'
 'Embeddings' 'Flask' 'CI/CD' 'Snowflake' 'FastAPI' 'SQL' 'Figma' 'MLOps']",0.6755927
CAND_0011120,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 3.1 years of experience building data pipelines, backend systems, and analytics infrastructure. Started my career in backend engineering and gradually moved closer to data — first dashboards, then ETL, now some basic ML. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['Java' 'Redux' 'Time Series' 'pgvector' 'Docker' 'Hadoop' 'Kubernetes'
 'Airflow' 'MLOps' 'Reinforcement Learning' 'Weights & Biases' 'Tailwind']",0.6751885
CAND_0046231,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 7.4 years of experience building data pipelines, backend systems, and analytics infrastructure. I'm a backend/data hybrid — Spark, Airflow, SQL warehouses are home territory; I'm building competence on the ML side. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['ETL' 'Weaviate' 'MLOps' 'Azure' 'Computer Vision' 'Object Detection'
 'Terraform' 'dbt' 'Feature Engineering' 'ASR' 'Django' 'Rust']",0.67474663
CAND_0030522,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 6.6 years of experience building data pipelines, backend systems, and analytics infrastructure. Started my career in backend engineering and gradually moved closer to data — first dashboards, then ETL, now some basic ML. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['BentoML' 'Hadoop' 'Scrum' 'MLOps' 'Angular' 'Diffusion Models'
 'Kubeflow' 'Flask' 'Speech Recognition' 'PyTorch' 'Django']",0.67429686
CAND_0029053,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 8.0 years of experience building data pipelines, backend systems, and analytics infrastructure. Started my career in backend engineering and gradually moved closer to data — first dashboards, then ETL, now some basic ML. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['JavaScript' 'BigQuery' 'Feature Engineering' 'Scrum' 'Python'
 'TensorFlow' 'Accounting' 'MLflow' 'OpenCV' 'Agile' 'Computer Vision'
 'Hugging Face Transformers']",0.6736703
CAND_0063205,Cloud Engineer | Backend systems & APIs,"Software engineer with 8.6 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.","['Spark' 'Haystack' 'React' 'TypeScript' 'Agile' 'MongoDB' 'Kubernetes'
 'Flask' 'Sales' 'PostgreSQL' 'Spring Boot' 'Apache Flink'
 'Content Writing']",0.67358553
CAND_0033655,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 6.7 years of experience building data pipelines, backend systems, and analytics infrastructure. I'm a backend/data hybrid — Spark, Airflow, SQL warehouses are home territory; I'm building competence on the ML side. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['MLflow' 'Python' 'Scrum' 'Vector Search' 'Spring Boot' 'YOLO' 'QLoRA'
 'Weights & Biases' 'MongoDB' 'PyTorch' 'Forecasting']",0.67330277
CAND_0001277,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 2.8 years of experience building data pipelines, backend systems, and analytics infrastructure. Started my career in backend engineering and gradually moved closer to data — first dashboards, then ETL, now some basic ML. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['Microservices' 'Weaviate' 'Kafka' 'GANs' 'Salesforce CRM' 'YOLO'
 'Haystack' 'Object Detection' 'Weights & Biases' 'LoRA' 'Node.js'
 'Time Series' 'Webpack']",0.6728711
CAND_0054276,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 6.9 years of experience building data pipelines, backend systems, and analytics infrastructure. I'm a backend/data hybrid — Spark, Airflow, SQL warehouses are home territory; I'm building competence on the ML side. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['FAISS' 'TTS' 'Qdrant' 'CI/CD' 'SQL' 'gRPC' 'Object Detection'
 'Spring Boot' 'LLMs' 'LangChain' 'GANs' 'Forecasting' 'Sales'
 'Accounting' 'JavaScript' 'Flask']",0.6726643
CAND_0077817,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 5.4 years of experience building data pipelines, backend systems, and analytics infrastructure. I've been the engineer who makes ML possible by getting the data pipelines right; now I want to do more of the ML itself. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['Recommendation Systems' 'LangChain' 'Node.js' 'Project Management'
 'Computer Vision' 'FastAPI' 'OpenCV' 'Image Classification'
 'Object Detection' 'Reinforcement Learning' 'Hadoop' 'Vector Search'
 'Tailwind' 'Feature Engineering' 'Diffusion Models' 'Scrum' 'Python']",0.6724648
CAND_0068195,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 6.9 years of experience building data pipelines, backend systems, and analytics infrastructure. Started my career in backend engineering and gradually moved closer to data — first dashboards, then ETL, now some basic ML. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['Flask' 'Time Series' 'ASR' 'Object Detection' 'QLoRA' 'Photoshop'
 'Kubernetes' 'Fine-tuning LLMs' 'Data Science' 'Project Management'
 'Speech Recognition' 'HTML' 'BentoML' 'Redis']",0.672456
CAND_0087711,Frontend Engineer | Backend systems & APIs,"Software engineer with 8.6 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.","['Spark' 'Kubernetes' 'dbt' 'FastAPI' 'Apache Flink' 'Docker' 'Redux'
 'AWS' 'Sentence Transformers']",0.6723401
CAND_0078165,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 7.3 years of experience building data pipelines, backend systems, and analytics infrastructure. I'm a backend/data hybrid — Spark, Airflow, SQL warehouses are home territory; I'm building competence on the ML side. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['Kubeflow' 'SQL' 'Diffusion Models' 'MongoDB' 'SEO' 'Object Detection'
 'Docker' 'Vector Search' 'ASR' 'OpenCV' 'Computer Vision' 'FastAPI' 'ETL'
 'Data Science' 'Information Retrieval' 'Six Sigma' 'Flask']",0.6721982
CAND_0033155,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 4.8 years of experience building data pipelines, backend systems, and analytics infrastructure. I've been the engineer who makes ML possible by getting the data pipelines right; now I want to do more of the ML itself. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['Microservices' 'Weights & Biases' 'OpenCV' 'Qdrant'
 'Statistical Modeling' 'Information Retrieval' 'Computer Vision' 'Rust'
 'Machine Learning' 'Time Series' 'Figma' 'PostgreSQL' 'REST APIs'
 'Object Detection' 'dbt' 'TTS']",0.6717764
CAND_0008813,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 3.7 years of experience building data pipelines, backend systems, and analytics infrastructure. I'm a backend/data hybrid — Spark, Airflow, SQL warehouses are home territory; I'm building competence on the ML side. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['PostgreSQL' 'TensorFlow' 'Time Series' 'Scrum' 'Data Science'
 'Statistical Modeling' 'Redis' 'Data Pipelines' 'Angular' 'ASR' 'OpenCV'
 'HTML' 'GCP' 'Speech Recognition' 'Redux']",0.6715652
CAND_0017492,"Backend Engineer | SQL, Spark, Cloud","Software / data professional with 6.3 years of experience building data pipelines, backend systems, and analytics infrastructure. Started my career in backend engineering and gradually moved closer to data — first dashboards, then ETL, now some basic ML. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.","['FAISS' 'Terraform' 'Data Pipelines' 'Speech Recognition' 'TTS'
 'Reinforcement Learning' 'Spark' 'Rust' 'Hadoop' 'Kubernetes'
 'Image Classification' 'Forecasting' 'BentoML' 'Node.js'
 'Object Detection']",0.6714881
